"","scaffold","start_position","end_position","length","exon_length","biotype","go_terms"
"ENSG00000099364","16",30923055,30948783,25729,25729,"protein_coding","protein binding|cytosol|metal ion binding|ubiquitin-protein transferase activity|zinc ion binding|protein polyubiquitination|proteasome-mediated ubiquitin-dependent protein catabolic process|DNA binding|SCF ubiquitin ligase complex"
"ENSG00000099365","16",30989256,31010628,21373,21373,"protein_coding","plasma membrane|membrane|integral component of membrane|nucleus|cytoplasm|microtubule organizing center|spindle|cytosol|cytoskeleton|transport|intracellular protein transport|protein transport|presynapse|protein kinase binding|presynaptic membrane|protein localization to membrane|vesicle-mediated transport|regulation of gene expression|calcium ion-regulated exocytosis of neurotransmitter|synaptic vesicle|SNARE binding|receptor binding|neurotransmitter transport|negative regulation of neuron projection development|protein domain specific binding|positive regulation of excitatory postsynaptic potential|regulation of exocytosis|vesicle docking involved in exocytosis|positive regulation of neurotransmitter secretion|SNARE complex|vesicle docking|SNAP receptor activity|regulation of synaptic activity|regulation of synaptic vesicle priming|synaptic vesicle docking|synaptic vesicle fusion to presynaptic active zone membrane|presynaptic active zone membrane|spontaneous neurotransmitter secretion|exocytic insertion of neurotransmitter receptor to postsynaptic membrane|negative regulation of synaptic vesicle recycling|positive regulation of spontaneous neurotransmitter secretion|negative regulation of macropinocytosis"
"ENSG00000099377","16",30985207,30989152,3946,3946,"protein_coding","membrane|integral component of membrane|protein binding|endoplasmic reticulum|endoplasmic reticulum membrane|cellular_component|oxidation-reduction process|oxidoreductase activity|oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor|steroid biosynthetic process|bile acid biosynthetic process|3-beta-hydroxy-delta5-steroid dehydrogenase activity|cholest-5-ene-3-beta,7-alpha-diol 3-beta-dehydrogenase activity|B cell chemotaxis"
"ENSG00000099381","16",30957294,30985116,27823,27823,"protein_coding","protein binding|nucleus|chromosome|nucleotide binding|RNA binding|methyltransferase activity|transferase activity|methylation|nucleic acid binding|nucleoplasm|regulation of transcription, DNA-templated|nuclear chromatin|transcription factor binding|transcription, DNA-templated|covalent chromatin modification|nuclear speck|beta-catenin binding|histone methyltransferase complex|histone-lysine N-methyltransferase activity|histone lysine methylation|histone methyltransferase activity (H3-K4 specific)|histone H3-K4 methylation|regulation of hematopoietic stem cell differentiation|regulation of chromatin organization|Set1C/COMPASS complex"
"ENSG00000099385","16",30833626,30894960,61335,61335,"protein_coding","apoptotic process"
"ENSG00000099399","X",30215560,30220089,4530,4530,"protein_coding","protein binding"
"ENSG00000099617","19",1286154,1300237,14084,14084,"protein_coding","plasma membrane|membrane|perikaryon|extracellular region|anchored component of membrane|axon guidance|osteoclast differentiation|cell-cell signaling|ephrin receptor signaling pathway|neuromuscular junction|ephrin receptor binding|bone remodeling|olfactory bulb development"
"ENSG00000099622","19",1259384,1274880,15497,15427,"protein_coding","protein binding|nucleus|cytoplasm|nucleotide binding|RNA binding|nucleic acid binding|nucleoplasm|nucleolus|response to cold|response to UV|translation repressor activity|negative regulation of translation|positive regulation of translation|mRNA 3'-UTR binding|mRNA stabilization|cytoplasmic stress granule|stress granule assembly|small ribosomal subunit rRNA binding"
"ENSG00000099624","19",1241746,1244826,3081,3081,"protein_coding","membrane|ATP binding|ATPase activity|transport|mitochondrion|mitochondrial inner membrane|ion transport|mitochondrial matrix|ATP hydrolysis coupled cation transmembrane transport|transporter activity|proton-transporting ATP synthase activity, rotational mechanism|proton transport|transmembrane transporter activity|oxidative phosphorylation|ATP synthesis coupled proton transport|ATP biosynthetic process|ADP binding|response to copper ion|mitochondrial proton-transporting ATP synthase complex|mitochondrial ATP synthesis coupled proton transport|mitochondrial proton-transporting ATP synthase complex, catalytic core F(1)|proton-transporting ATP synthase complex, catalytic core F(1)"
"ENSG00000099625","19",1228287,1238027,9741,9741,"protein_coding","plasma membrane|membrane|integral component of membrane|cell junction|synapse|ion channel binding|synaptic vesicle membrane|cell projection|growth cone|cytoplasmic vesicle|negative regulation of calcium ion transmembrane transport|secretory granule|negative regulation of voltage-gated calcium channel activity|negative regulation of calcium ion-dependent exocytosis"
"ENSG00000099715","Y",5000226,5742224,741999,741999,"protein_coding","cell adhesion|homophilic cell adhesion via plasma membrane adhesion molecules|plasma membrane|membrane|integral component of membrane|calcium ion binding"
"ENSG00000099721","Y",6865918,6874027,8110,8110,"protein_coding","extracellular matrix|multicellular organism development|extracellular region|proteinaceous extracellular matrix|biomineral tissue development|structural constituent of tooth enamel|tooth mineralization"
"ENSG00000099725","Y",7273972,7381548,107577,97556,"transcribed_unprocessed_pseudogene",NA
"ENSG00000099769","16",1790413,1794971,4559,4559,"protein_coding","cell adhesion|signal transduction|nucleoplasm|extracellular exosome|extracellular region|extracellular space|cellular protein metabolic process|insulin-like growth factor ternary complex|insulin-like growth factor binding"
"ENSG00000099783","19",8444767,8489114,44348,44348,"protein_coding","membrane|protein binding|nucleus|nucleotide binding|RNA binding|nucleic acid binding|mRNA splicing, via spliceosome|mRNA processing|nucleoplasm|nucleolus|extracellular exosome|integral component of plasma membrane|extracellular matrix|intracellular ribonucleoprotein complex|RNA splicing|spliceosomal complex|catalytic step 2 spliceosome|nuclear matrix|protein domain specific binding|alternative mRNA splicing, via spliceosome|fibroblast growth factor receptor signaling pathway|gene expression|paraspeckles"
"ENSG00000099785","19",8413270,8439017,25748,25748,"protein_coding","membrane|integral component of membrane|protein binding|metal ion binding|transferase activity|ubiquitin-protein transferase activity|zinc ion binding|protein ubiquitination|endoplasmic reticulum|endoplasmic reticulum membrane|endocytosis|endosome|endosome membrane|cytoplasmic vesicle|lysosomal membrane|lysosome"
"ENSG00000099795","19",14566078,14572062,5985,5985,"protein_coding","membrane|mitochondrion|oxidation-reduction process|mitochondrial inner membrane|respiratory chain|mitochondrial respiratory chain complex I|mitochondrial respiratory chain complex I assembly|mitochondrial electron transport, NADH to ubiquinone|NADH dehydrogenase (ubiquinone) activity|mitochondrial intermembrane space|NADH dehydrogenase activity"
"ENSG00000099797","19",14517085,14565980,48896,36438,"protein_coding","membrane|integral component of membrane|protein binding|nucleus|cytoplasm|endoplasmic reticulum|endoplasmic reticulum membrane|integral component of endoplasmic reticulum membrane|oxidation-reduction process|oxidoreductase activity|lipid metabolic process|fatty acid metabolic process|fatty acid biosynthetic process|long-chain fatty-acyl-CoA biosynthetic process|very long-chain fatty acid biosynthetic process|oxidoreductase activity, acting on the CH-CH group of donors|fatty acid elongation|very-long-chain-acyl-CoA dehydrogenase activity"
"ENSG00000099800","19",2425624,2427894,2271,2271,"protein_coding","membrane|metal ion binding|transport|mitochondrion|zinc ion binding|mitochondrial inner membrane|protein transport|sensory perception of sound|fibrillar center|protein targeting to mitochondrion|protein transporter activity|mitochondrial intermembrane space protein transporter complex|protein import into mitochondrial inner membrane|chaperone-mediated protein transport"
"ENSG00000099804","19",531712,542092,10381,10381,"protein_coding","protein binding|cell cycle|cell division|nucleus|cytoplasm|cytosol|nucleotide binding|ATP binding|transferase activity|nucleoplasm|ubiquitin-protein transferase activity|ubiquitin protein ligase activity|protein polyubiquitination|protein ubiquitination|proteasome-mediated ubiquitin-dependent protein catabolic process|ubiquitin protein ligase binding|nuclear speck|cellular protein modification process|G1/S transition of mitotic cell cycle|positive regulation of neuron apoptotic process|ubiquitin conjugating enzyme activity|protein K48-linked ubiquitination|DNA replication initiation|cellular response to interferon-beta|response to growth factor|positive regulation of inclusion body assembly|negative regulation of cAMP-mediated signaling"
"ENSG00000099810","9",21802543,21937651,135109,135109,"protein_coding","protein binding|nucleus|cytoplasm|cytosol|transferase activity|catalytic activity|extracellular exosome|transferase activity, transferring glycosyl groups|nucleobase-containing compound metabolic process|transferase activity, transferring pentosyl groups|nucleoside metabolic process|phosphorylase activity|L-methionine salvage from methylthioadenosine|S-methyl-5-thioadenosine phosphorylase activity|purine ribonucleoside salvage|purine-nucleoside phosphorylase activity"
"ENSG00000099812","19",751126,764318,13193,13193,"protein_coding","plasma membrane|cell junction|cell cycle|mitotic nuclear division|cell division|cytoplasm|cytoskeleton|focal adhesion|intracellular membrane-bounded organelle|actin binding|cell cortex"
"ENSG00000099814","14",104865280,104896770,31491,31491,"protein_coding","cytoplasm|cytoskeleton|microtubule"
"ENSG00000099817","19",1086579,1095380,8802,8802,"protein_coding","protein binding|nucleus|cytosol|mRNA splicing, via spliceosome|nucleoplasm|viral process|transcription, DNA-templated|DNA binding|transcription from RNA polymerase II promoter|transcription initiation from RNA polymerase II promoter|gene silencing by RNA|transcription elongation from RNA polymerase II promoter|7-methylguanosine mRNA capping|RNA polymerase I activity|DNA-directed 5'-3' RNA polymerase activity|transcription initiation from RNA polymerase I promoter|transcription elongation from RNA polymerase I promoter|termination of RNA polymerase I transcription|positive regulation of gene expression, epigenetic|DNA-directed RNA polymerase I complex|transcription from RNA polymerase III promoter|snRNA transcription from RNA polymerase II promoter|transcription-coupled nucleotide-excision repair|positive regulation of viral transcription|RNA polymerase II activity|fibroblast growth factor receptor signaling pathway|gene expression|somatic stem cell population maintenance|DNA-directed RNA polymerase II, core complex|positive regulation of type I interferon production|RNA polymerase III activity|DNA-directed RNA polymerase III complex"
"ENSG00000099821","19",617224,633604,16381,16381,"protein_coding","protein binding|RNA binding|transferase activity|mitochondrion|transcription, DNA-templated|DNA binding|mitochondrial matrix|nucleotidyltransferase activity|DNA-directed 5'-3' RNA polymerase activity|mitochondrion organization|mitochondrial nucleoid|transcription from mitochondrial promoter|transcription initiation from mitochondrial promoter|mitochondrial DNA-directed RNA polymerase complex|mitochondrial RNA polymerase core promoter sequence-specific DNA binding"
"ENSG00000099822","19",589893,617159,27267,27267,"protein_coding","plasma membrane|membrane|integral component of membrane|nucleotide binding|potassium channel activity|transport|potassium ion transport|transmembrane transport|potassium ion transmembrane transport|voltage-gated potassium channel complex|integral component of plasma membrane|identical protein binding|ion transport|cell-cell signaling|sodium ion transport|membrane depolarization during cardiac muscle cell action potential|potassium ion import across plasma membrane|voltage-gated potassium channel activity|regulation of membrane potential|ion channel activity|voltage-gated ion channel activity|regulation of ion transmembrane transport|cellular response to cAMP|intracellular cAMP activated cation channel activity|cAMP binding|sodium ion transmembrane transport|regulation of postsynaptic membrane potential|voltage-gated sodium channel activity|sodium channel activity|sodium ion import across plasma membrane|cellular response to cGMP|HCN channel complex"
"ENSG00000099834","11",616565,626078,9514,9514,"protein_coding","cell adhesion|homophilic cell adhesion via plasma membrane adhesion molecules|plasma membrane|membrane|integral component of membrane|protein binding|calcium ion binding|cell projection|extracellular exosome|apical plasma membrane|microvillus membrane|cell differentiation|cell adhesion molecule binding|beta-catenin binding|brush border membrane|clathrin-coated pit|regulation of microvillus length|intermicrovillar adhesion|spanning component of plasma membrane"
"ENSG00000099840","19",2096429,2099593,3165,2725,"protein_coding","nucleus|extracellular region"
"ENSG00000099849","11",560404,564021,3618,3618,"protein_coding","protein binding|cytoplasm|microtubule organizing center|cytoskeleton|signal transduction|apoptotic process|regulation of microtubule cytoskeleton organization"
"ENSG00000099860","19",2476122,2478259,2138,2133,"protein_coding","protein binding|nucleus|cytoplasm|apoptotic process|cell differentiation|regulation of cell cycle|negative regulation of protein kinase activity|multicellular organism development|positive regulation of apoptotic process|activation of MAPKK activity|positive regulation of p38MAPK cascade|positive regulation of JNK cascade|activation of MAPKKK activity|response to stress"
"ENSG00000099864","19",708939,748329,39391,39391,"protein_coding","plasma membrane|postsynaptic density|membrane|dendrite|protein binding|nucleus|cytoplasm|cell projection|intracellular membrane-bounded organelle|integral component of plasma membrane|cytoplasmic vesicle|cytoskeleton organization|axon|dendritic spine membrane|dendrite membrane|basolateral plasma membrane|dendritic spine|movement of cell or subcellular component|filopodium|protein localization|protein targeting to plasma membrane|regulation of cell shape|negative regulation of adenylate cyclase activity|filopodium membrane|apicolateral plasma membrane|positive regulation of filopodium assembly|cellular response to electrical stimulus|negative regulation of cAMP biosynthetic process|synapse maturation|negative regulation of dopamine receptor signaling pathway|neuron spine|D3 dopamine receptor binding"
"ENSG00000099866","19",489176,505342,16167,16167,"protein_coding","cell adhesion|plasma membrane|membrane|integral component of membrane|signal transduction|integrin-mediated signaling pathway|cell-matrix adhesion|extracellular matrix organization|immune response|regulation of immune response|aging|positive regulation of leukocyte migration|leukocyte tethering or rolling|receptor clustering|heterotypic cell-cell adhesion|integrin binding involved in cell-matrix adhesion"
"ENSG00000099869","11",2140501,2148666,8166,8166,"antisense",NA
"ENSG00000099875","19",2037465,2051244,13780,13780,"protein_coding","protein binding|nucleus|cytoplasm|metal ion binding|nucleotide binding|ATP binding|transferase activity|nucleolus|kinase activity|phosphorylation|PML body|apoptotic process|protein kinase activity|protein serine/threonine kinase activity|protein phosphorylation|protein autophosphorylation|nuclear body|intracellular signal transduction|extrinsic apoptotic signaling pathway in absence of ligand|cell surface receptor signaling pathway|calmodulin binding|peptidyl-serine phosphorylation|regulation of translation|hemopoiesis|cellular response to arsenic-containing substance|calmodulin-dependent protein kinase activity|calcium-dependent protein serine/threonine kinase activity"
"ENSG00000099889","22",19969896,20016808,46913,46913,"protein_coding","cell adhesion|plasma membrane|protein binding|nucleus|cytoplasm|multicellular organism development|intracellular|calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules|single organismal cell-cell adhesion"
"ENSG00000099899","22",20111866,20117392,5527,5527,"protein_coding","nucleotide binding|RNA binding|methyltransferase activity|RNA methyltransferase activity|transferase activity|RNA processing|methylation|nucleic acid binding|RNA methylation"
"ENSG00000099901","22",20115938,20127357,11420,11420,"protein_coding","protein binding|nucleus|cytoplasm|centrosome|cytosol|signal transduction|positive regulation of GTPase activity|viral process|ubiquitin-dependent protein catabolic process|GTPase activator activity|cadherin binding|intracellular|intracellular transport|regulation of catalytic activity|response to calcium ion|RNA export from nucleus|protein import into nucleus|nuclear envelope|positive regulation of neuron projection development|axon cytoplasm|spindle organization|G1/S transition of mitotic cell cycle|Ran GTPase binding|cellular response to drug|positive regulation of mitotic centrosome separation|GDP-dissociation inhibitor activity|cell projection cytoplasm|cellular response to leptomycin B"
"ENSG00000099904","22",20129456,20148007,18552,18552,"protein_coding","membrane|integral component of membrane|cytosol|transferase activity|mitochondrion|zinc ion binding|Golgi apparatus|lipoprotein metabolic process|cytoplasmic vesicle membrane|cytoplasmic vesicle|regulation of mitophagy|positive regulation of protein targeting to mitochondrion|transferase activity, transferring acyl groups|locomotory behavior|palmitoyltransferase activity|protein palmitoylation|protein-cysteine S-palmitoyltransferase activity"
"ENSG00000099910","22",20441519,20495883,54365,54365,"protein_coding","protein binding|cell cycle|mitotic nuclear division|mitotic spindle assembly checkpoint|cell division|cytoplasm|centrosome|microtubule organizing center|spindle|cytoskeleton|mitotic spindle|ubiquitin-protein transferase activity|protein ubiquitination|mitotic sister chromatid segregation|protein monoubiquitination|Cul3-RING ubiquitin ligase complex|polar microtubule"
"ENSG00000099917","22",20495913,20587632,91720,91720,"protein_coding","membrane|protein binding|nucleus|cytoplasm|regulation of transcription from RNA polymerase II promoter|nucleoplasm|regulation of transcription, DNA-templated|transcription, DNA-templated|transcription initiation from RNA polymerase II promoter|transcription cofactor activity|mediator complex|RNA polymerase II transcription cofactor activity"
"ENSG00000099937","22",20773879,20787720,13842,13842,"protein_coding","extracellular exosome|extracellular region|extracellular space|blood coagulation|heparin binding|chemotaxis|peptidase inhibitor activity|negative regulation of peptidase activity|negative regulation of endopeptidase activity|serine-type endopeptidase inhibitor activity|hemostasis|endopeptidase inhibitor activity|bioluminescence"
"ENSG00000099940","22",20858983,20891218,32236,32236,"protein_coding","plasma membrane|membrane|protein binding|cytoplasm|centrosome|cytosol|transport|syntaxin binding|nucleoplasm|cell projection|Golgi apparatus|Golgi membrane|neutrophil degranulation|azurophil granule membrane|autophagy|protein transport|cytoplasmic vesicle|presynapse|cell projection organization|cilium assembly|exocytosis|synaptic vesicle priming|cilium|autophagosome membrane|ciliary membrane|autophagosome|ciliary pocket membrane|autophagosome maturation|membrane fusion|SNARE complex|SNAP receptor activity|vesicle targeting|synaptic vesicle fusion to presynaptic active zone membrane|autophagosome docking"
"ENSG00000099942","22",20917426,20953749,36324,36324,"protein_coding","protein binding|cytoplasm|cytosol|thymus development|RNA binding|signal transducer activity|extracellular exosome|positive regulation of cell proliferation|intracellular signal transduction|anterior/posterior pattern specification|SH3/SH2 adaptor activity|cadherin binding|endosome|JNK cascade|heart development|animal organ morphogenesis|blood vessel development|Ras protein signal transduction|activation of MAPKK activity|pattern specification process|positive regulation of substrate adhesion-dependent cell spreading|parathyroid gland development"
"ENSG00000099949","22",20979462,20999038,19577,17026,"protein_coding","regulation of transcription, DNA-templated|Golgi apparatus|transcription factor activity, sequence-specific DNA binding|anatomical structure morphogenesis"
"ENSG00000099953","22",23768226,23784316,16091,11498,"protein_coding","calcium ion binding|metal ion binding|hydrolase activity|extracellular matrix organization|zinc ion binding|negative regulation of fat cell differentiation|extracellular matrix|multicellular organism development|extracellular region|metalloendopeptidase activity|peptidase activity|metallopeptidase activity|proteolysis|collagen catabolic process|proteinaceous extracellular matrix|collagen fibril organization|extracellular matrix disassembly|serine-type endopeptidase activity|Golgi lumen|basement membrane organization"
"ENSG00000099954","22",17359949,17558149,198201,198201,"protein_coding","nucleus|cytoskeleton organization|covalent chromatin modification|nuclear euchromatin|neural tube closure|cytokinesis|vesicle-mediated transport|inner ear receptor stereocilium organization|cochlea development|single fertilization|neural tube development|execution phase of apoptosis|ATP-dependent chromatin remodeling|CERF complex|apoptotic DNA fragmentation|ISWI-type complex|neural fold formation"
"ENSG00000099956","22",23786963,23834516,47554,47554,"protein_coding","nervous system development|protein binding|cell cycle|nucleus|regulation of transcription from RNA polymerase II promoter|nucleoplasm|nucleolus|DNA repair|regulation of transcription, DNA-templated|viral process|intracellular membrane-bounded organelle|nuclear chromatin|transcription, DNA-templated|negative regulation of cell proliferation|cell differentiation|positive regulation of transcription from RNA polymerase II promoter|DNA binding|transcription coactivator activity|positive regulation of sequence-specific DNA binding transcription factor activity|positive regulation of histone H3-K9 acetylation|protein complex|chromatin remodeling|covalent chromatin modification|RNA polymerase II distal enhancer sequence-specific DNA binding|RNA polymerase II core promoter proximal region sequence-specific DNA binding|RNA polymerase I CORE element sequence-specific DNA binding|fibrillar center|negative regulation of histone H3-K9 trimethylation|SWI/SNF complex|nBAF complex|BAF-type complex|p53 binding|npBAF complex|ATP-dependent chromatin remodeling|nucleosomal DNA binding|nucleosome disassembly|nuclear chromosome|positive regulation by host of viral transcription|XY body|positive regulation of transcription of nuclear large rRNA transcript from RNA polymerase I promoter|Tat protein binding|blastocyst development|positive regulation of histone H4 acetylation|negative regulation of histone H3-K9 dimethylation|positive regulation of glucose mediated signaling pathway|blastocyst hatching|DNA integration|single stranded viral RNA replication via double stranded DNA intermediate"
"ENSG00000099957","22",21009808,21028830,19023,13804,"protein_coding","plasma membrane|membrane|integral component of membrane|cell junction|cytoplasm|ATP binding|transport|signal transduction|muscle contraction|integral component of plasma membrane|identical protein binding|ion transport|transmembrane signaling receptor activity|protein homooligomerization|blood coagulation|ion channel activity|cation transmembrane transport|postsynapse|excitatory postsynaptic potential|purinergic nucleotide receptor signaling pathway|response to ATP|extracellular ATP-gated cation channel activity|purinergic nucleotide receptor activity|integral component of nuclear inner membrane|channel activity"
"ENSG00000099958","22",23834503,23839128,4626,4510,"protein_coding","membrane|integral component of membrane|protein binding|endoplasmic reticulum|endoplasmic reticulum membrane|integral component of endoplasmic reticulum membrane|protein N-linked glycosylation via asparagine|ubiquitin-dependent ERAD pathway|negative regulation of retrograde protein transport, ER to cytosol|endoplasmic reticulum unfolded protein response"
"ENSG00000099960","22",21028718,21032840,4123,4123,"protein_coding","membrane|integral component of membrane|transport|amino acid transmembrane transporter activity|amino acid transmembrane transport|amino acid transport|cellular amino acid metabolic process|basic amino acid transmembrane transporter activity|basic amino acid transmembrane transport"
"ENSG00000099968","22",17628855,17730855,102001,101940,"protein_coding","membrane|integral component of membrane|protein binding|nucleus|mitochondrion|apoptotic process|regulation of apoptotic process|activation of cysteine-type endopeptidase activity involved in apoptotic process|cysteine-type endopeptidase activator activity involved in apoptotic process|mitochondrial membrane"
"ENSG00000099974","22",23966901,23972532,5632,5632,"protein_coding","cytoplasm|extracellular exosome|lyase activity"
"ENSG00000099977","22",23971365,23980469,9105,9105,"protein_coding","cytoplasm|extracellular exosome|melanin biosynthetic process|lyase activity|dopachrome isomerase activity|D-dopachrome decarboxylase activity"
"ENSG00000099984","22",23980058,23983915,3858,3789,"polymorphic_pseudogene",NA
"ENSG00000099985","22",30262829,30266840,4012,4012,"protein_coding","positive regulation of cell proliferation|negative regulation of cell proliferation|positive regulation of transcription from RNA polymerase II promoter|positive regulation of cell division|immune response|positive regulation of MAPK cascade|multicellular organism development|cell proliferation|extracellular region|intracellular|extracellular space|regulation of growth|growth factor activity|response to heat|positive regulation of peptidyl-tyrosine phosphorylation|cytokine activity|positive regulation of peptidyl-serine phosphorylation|positive regulation of apoptotic signaling pathway|positive regulation of acute inflammatory response|negative regulation of meiotic nuclear division|negative regulation of hormone secretion|peripheral nervous system development|positive regulation of tyrosine phosphorylation of Stat3 protein|oncostatin-M receptor binding|oncostatin-M-mediated signaling pathway|tyrosine phosphorylation of Stat3 protein|tyrosine phosphorylation of Stat5 protein|tyrosine phosphorylation of Stat1 protein|behavioral response to pain"
"ENSG00000099991","22",24011192,24178628,167437,167437,"protein_coding","nucleus|cytosol|nucleoplasm|covalent chromatin modification|cell surface receptor signaling pathway|negative regulation of catalytic activity|aggresome|nucleosome binding|DNA replication-independent nucleosome assembly|protein phosphatase inhibitor activity"
"ENSG00000099992","22",30291990,30327046,35057,35057,"protein_coding","plasma membrane|protein binding|cytosol|cell projection|guanyl-nucleotide exchange factor activity|extracellular exosome|microvillus|GTPase activator activity|Rab GTPase binding|intracellular protein transport|regulation of vesicle fusion|retrograde transport, endosome to Golgi|activation of GTPase activity|endomembrane system|cadherin binding|intracellular|positive regulation of proteolysis|activation of cysteine-type endopeptidase activity|PDZ domain binding|membrane organization"
"ENSG00000099994","22",24181259,24189110,7852,7852,"protein_coding","plasma membrane|membrane|integral component of membrane|protein binding|extracellular exosome|immune response|scavenger receptor activity|receptor-mediated endocytosis|polysaccharide binding|negative regulation of cell division|negative regulation of cell cycle G1/S phase transition"
"ENSG00000099995","22",30331988,30356947,24960,24960,"protein_coding","protein binding|nucleus|RNA binding|RNA processing|mRNA splicing, via spliceosome|mRNA processing|nucleoplasm|U2-type prespliceosome|regulation of alternative mRNA splicing, via spliceosome|RNA splicing|nuclear speck|spliceosomal complex|catalytic step 2 spliceosome|U2-type spliceosomal complex|U2 snRNP|mRNA 3'-splice site recognition"
"ENSG00000099998","22",24219654,24245142,25489,25489,"protein_coding","plasma membrane|membrane|integral component of membrane|transferase activity|hydrolase activity|inflammatory response|glutathione metabolic process|peptidase activity|proteolysis|transferase activity, transferring acyl groups|cellular amino acid metabolic process|anchored component of external side of plasma membrane|glutathione biosynthetic process|leukotriene metabolic process|leukotriene biosynthetic process|glutathione catabolic process|glutathione hydrolase activity|gamma-glutamyltransferase activity|leukotriene D4 biosynthetic process"
"ENSG00000099999","22",30368811,30421771,52961,44481,"protein_coding","membrane|integral component of membrane|metal ion binding|zinc ion binding"
"ENSG00000100003","22",30396857,30425317,28461,28461,"protein_coding","integral component of membrane|nucleus|cytoplasm|cytosol|transport|phospholipid binding|regulation of transcription, DNA-templated|extracellular exosome|transcription, DNA-templated|positive regulation of transcription, DNA-templated|intracellular|lipid binding|transporter activity|regulation of cholesterol biosynthetic process|vitamin E binding"
"ENSG00000100012","22",30447959,30472049,24091,24091,"protein_coding","integral component of membrane|transport|extracellular exosome|intracellular|lipid binding|transporter activity"
"ENSG00000100014","22",24270817,24417740,146924,146924,"protein_coding","cell adhesion|cell junction|cell cycle|cell division|cytoplasm|microtubule organizing center|spindle|cytosol|cytoskeleton|actin cytoskeleton|cell migration|actin cytoskeleton organization|microtubule cytoskeleton|filamentous actin|gap junction|negative regulation of actin filament depolymerization|negative regulation of microtubule depolymerization"
"ENSG00000100023","22",21666009,21700015,34007,34007,"protein_coding","plasma membrane|protein binding|nucleus|cytoplasm|transferase activity|nucleoplasm|ubiquitin-protein transferase activity|ubiquitin protein ligase activity|protein polyubiquitination|protein ubiquitination|leukocyte migration|isomerase activity|peptidyl-prolyl cis-trans isomerase activity|protein peptidyl-prolyl isomerization|protein folding|protein localization to plasma membrane|Golgi lumen|ubiquitin-ubiquitin ligase activity"
"ENSG00000100024","22",24494107,24528390,34284,31526,"protein_coding","cytoplasm|cytosol|metal ion binding|catalytic activity|hydrolase activity|metabolic process|extracellular exosome|pyrimidine nucleoside catabolic process|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds|nitrogen compound metabolic process|beta-ureidopropionase activity|beta-alanine biosynthetic process"
"ENSG00000100027","22",21697544,21735834,38291,38291,"protein_coding","nucleus|metal ion binding"
"ENSG00000100028","22",24555503,24609980,54478,26550,"protein_coding","protein binding|nucleus|cytoplasm|cytosol|RNA binding|RNA processing|enzyme binding|mRNA splicing, via spliceosome|termination of RNA polymerase II transcription|mRNA processing|nucleoplasm|extracellular exosome|nuclear body|U1 snRNP|intracellular ribonucleoprotein complex|RNA splicing|spliceosomal complex|catalytic step 2 spliceosome|spliceosomal snRNP assembly|methylosome|pICln-Sm protein complex|commitment complex|small nuclear ribonucleoprotein complex|nuclear import|SMN-Sm protein complex|U1 snRNP binding|U5 snRNP|precatalytic spliceosome|spliceosomal complex assembly|U12-type spliceosomal complex|telomerase RNA binding|telomerase holoenzyme complex|protein methylation|U2 snRNP|U2 snRNA binding|histone pre-mRNA DCP binding|U7 snRNA binding|histone mRNA metabolic process|U7 snRNP|U4 snRNP|prespliceosome|spliceosomal tri-snRNP complex"
"ENSG00000100029","22",30576625,30607083,30459,30459,"protein_coding","membrane|protein binding|nucleus|chromosome|cytosol|RNA binding|nucleoplasm|nucleolus|condensed chromosome|regulation of cell cycle|cell proliferation|rRNA processing|preribosome, large subunit precursor|protein localization to organelle|ribosome biogenesis|ribosomal large subunit biogenesis|ribonucleoprotein complex binding|PeBoW complex|nucleolus organization|maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)|maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
